source,target,relation
chunk_ch1425,listitem_ch1425_0,HAS_ITEM
chunk_ch1425,listitem_ch1425_1,HAS_ITEM
chunk_ch1430,listitem_ch1430_0,HAS_ITEM
chunk_ch1430,listitem_ch1430_1,HAS_ITEM
chunk_ch1430,listitem_ch1430_2,HAS_ITEM
chunk_ch1435,listitem_ch1435_0,HAS_ITEM
chunk_ch1437,listitem_ch1437_0,HAS_ITEM
chunk_ch1437,listitem_ch1437_1,HAS_ITEM
chunk_ch1456,listitem_ch1456_0,HAS_ITEM
chunk_ch1459,listitem_ch1459_0,HAS_ITEM
chunk_ch1472,listitem_ch1472_0,HAS_ITEM
chunk_ch1472,listitem_ch1472_1,HAS_ITEM
chunk_ch1475,listitem_ch1475_0,HAS_ITEM
chunk_ch1477,listitem_ch1477_0,HAS_ITEM
chunk_ch1491,listitem_ch1491_0,HAS_ITEM
chunk_ch1505,listitem_ch1505_0,HAS_ITEM
chunk_ch1505,listitem_ch1505_1,HAS_ITEM
chunk_ch1509,listitem_ch1509_0,HAS_ITEM
chunk_ch1511,listitem_ch1511_0,HAS_ITEM
chunk_ch1526,listitem_ch1526_0,HAS_ITEM
chunk_ch1528,listitem_ch1528_0,HAS_ITEM
chunk_ch1531,listitem_ch1531_0,HAS_ITEM
chunk_ch1534,listitem_ch1534_0,HAS_ITEM
chunk_ch1541,listitem_ch1541_0,HAS_ITEM
chunk_ch1541,listitem_ch1541_1,HAS_ITEM
chunk_ch1545,listitem_ch1545_0,HAS_ITEM
chunk_ch1545,listitem_ch1545_1,HAS_ITEM
chunk_ch1573,listitem_ch1573_0,HAS_ITEM
chunk_ch1573,listitem_ch1573_1,HAS_ITEM
chunk_ch1573,listitem_ch1573_2,HAS_ITEM
chunk_ch1573,listitem_ch1573_3,HAS_ITEM
chunk_ch1573,listitem_ch1573_4,HAS_ITEM
chunk_ch1573,listitem_ch1573_5,HAS_ITEM
chunk_ch1573,listitem_ch1573_6,HAS_ITEM
chunk_ch1573,listitem_ch1573_7,HAS_ITEM
chunk_ch1573,listitem_ch1573_8,HAS_ITEM
chunk_ch1573,listitem_ch1573_9,HAS_ITEM
chunk_ch1573,listitem_ch1573_10,HAS_ITEM
chunk_ch1573,listitem_ch1573_11,HAS_ITEM
chunk_ch1640,listitem_ch1640_0,HAS_ITEM
chunk_ch1640,listitem_ch1640_1,HAS_ITEM
chunk_ch1640,listitem_ch1640_2,HAS_ITEM
chunk_ch1644,listitem_ch1644_0,HAS_ITEM
chunk_ch1646,listitem_ch1646_0,HAS_ITEM
chunk_ch1646,listitem_ch1646_1,HAS_ITEM
chunk_ch1649,listitem_ch1649_0,HAS_ITEM
chunk_ch1649,listitem_ch1649_1,HAS_ITEM
chunk_ch1649,listitem_ch1649_2,HAS_ITEM
chunk_ch1649,listitem_ch1649_3,HAS_ITEM
chunk_ch1654,listitem_ch1654_0,HAS_ITEM
chunk_ch1654,listitem_ch1654_1,HAS_ITEM
chunk_ch1654,listitem_ch1654_2,HAS_ITEM
chunk_ch1654,listitem_ch1654_3,HAS_ITEM
chunk_ch1654,listitem_ch1654_4,HAS_ITEM
chunk_ch1654,listitem_ch1654_5,HAS_ITEM
chunk_ch1654,listitem_ch1654_6,HAS_ITEM
chunk_ch1654,listitem_ch1654_7,HAS_ITEM
chunk_ch1654,listitem_ch1654_8,HAS_ITEM
chunk_ch1654,listitem_ch1654_9,HAS_ITEM
chunk_ch1665,listitem_ch1665_0,HAS_ITEM
chunk_ch1665,listitem_ch1665_1,HAS_ITEM
chunk_ch1665,listitem_ch1665_2,HAS_ITEM
chunk_ch1665,listitem_ch1665_3,HAS_ITEM
chunk_ch1665,listitem_ch1665_4,HAS_ITEM
chunk_ch1672,listitem_ch1672_0,HAS_ITEM
chunk_ch1672,listitem_ch1672_1,HAS_ITEM
chunk_ch1679,listitem_ch1679_0,HAS_ITEM
chunk_ch1679,listitem_ch1679_1,HAS_ITEM
chunk_ch1679,listitem_ch1679_2,HAS_ITEM
chunk_ch1679,listitem_ch1679_3,HAS_ITEM
chunk_ch1679,listitem_ch1679_4,HAS_ITEM
chunk_ch1679,listitem_ch1679_5,HAS_ITEM
chunk_ch1679,listitem_ch1679_6,HAS_ITEM
chunk_ch1679,listitem_ch1679_7,HAS_ITEM
chunk_ch1679,listitem_ch1679_8,HAS_ITEM
chunk_ch1679,listitem_ch1679_9,HAS_ITEM
chunk_ch1679,listitem_ch1679_10,HAS_ITEM
chunk_ch1679,listitem_ch1679_11,HAS_ITEM
chunk_ch1679,listitem_ch1679_12,HAS_ITEM
chunk_ch1693,listitem_ch1693_0,HAS_ITEM
chunk_ch1693,listitem_ch1693_1,HAS_ITEM
chunk_ch1693,listitem_ch1693_2,HAS_ITEM
chunk_ch1700,listitem_ch1700_0,HAS_ITEM
chunk_ch1700,listitem_ch1700_1,HAS_ITEM
chunk_ch1700,listitem_ch1700_2,HAS_ITEM
chunk_ch1705,listitem_ch1705_0,HAS_ITEM
chunk_ch1705,listitem_ch1705_1,HAS_ITEM
chunk_ch1708,listitem_ch1708_0,HAS_ITEM
chunk_ch1708,listitem_ch1708_1,HAS_ITEM
chunk_ch1708,listitem_ch1708_2,HAS_ITEM
chunk_ch1708,listitem_ch1708_3,HAS_ITEM
chunk_ch1708,listitem_ch1708_4,HAS_ITEM
chunk_ch1708,listitem_ch1708_5,HAS_ITEM
chunk_ch1708,listitem_ch1708_6,HAS_ITEM
chunk_ch1718,listitem_ch1718_0,HAS_ITEM
chunk_ch1718,listitem_ch1718_1,HAS_ITEM
chunk_ch1718,listitem_ch1718_2,HAS_ITEM
chunk_ch1728,listitem_ch1728_0,HAS_ITEM
chunk_ch1728,listitem_ch1728_1,HAS_ITEM
chunk_ch1733,listitem_ch1733_0,HAS_ITEM
chunk_ch1733,listitem_ch1733_1,HAS_ITEM
chunk_ch1750,listitem_ch1750_0,HAS_ITEM
chunk_ch1750,listitem_ch1750_1,HAS_ITEM
chunk_ch1766,listitem_ch1766_0,HAS_ITEM
chunk_ch1766,listitem_ch1766_1,HAS_ITEM
chunk_ch1786,listitem_ch1786_0,HAS_ITEM
chunk_ch1786,listitem_ch1786_1,HAS_ITEM
chunk_ch1786,listitem_ch1786_2,HAS_ITEM
chunk_ch1839,listitem_ch1839_0,HAS_ITEM
chunk_ch1920,listitem_ch1920_0,HAS_ITEM
chunk_ch1944,listitem_ch1944_0,HAS_ITEM
chunk_ch1944,listitem_ch1944_1,HAS_ITEM
chunk_ch1944,listitem_ch1944_2,HAS_ITEM
chunk_ch1944,listitem_ch1944_3,HAS_ITEM
chunk_ch1950,listitem_ch1950_0,HAS_ITEM
chunk_ch1950,listitem_ch1950_1,HAS_ITEM
chunk_ch1950,listitem_ch1950_2,HAS_ITEM
chunk_ch1950,listitem_ch1950_3,HAS_ITEM
chunk_ch1950,listitem_ch1950_4,HAS_ITEM
chunk_ch1950,listitem_ch1950_5,HAS_ITEM
chunk_ch1950,listitem_ch1950_6,HAS_ITEM
chunk_ch1950,listitem_ch1950_7,HAS_ITEM
chunk_ch1959,listitem_ch1959_0,HAS_ITEM
chunk_ch1959,listitem_ch1959_1,HAS_ITEM
chunk_ch1959,listitem_ch1959_2,HAS_ITEM
chunk_ch1959,listitem_ch1959_3,HAS_ITEM
chunk_ch1959,listitem_ch1959_4,HAS_ITEM
chunk_ch1959,listitem_ch1959_5,HAS_ITEM
chunk_ch1981,listitem_ch1981_0,HAS_ITEM
chunk_ch1981,listitem_ch1981_1,HAS_ITEM
chunk_ch1989,listitem_ch1989_0,HAS_ITEM
chunk_ch1989,listitem_ch1989_1,HAS_ITEM
chunk_ch1989,listitem_ch1989_2,HAS_ITEM
chunk_ch2012,listitem_ch2012_0,HAS_ITEM
chunk_ch2012,listitem_ch2012_1,HAS_ITEM
chunk_ch2012,listitem_ch2012_2,HAS_ITEM
chunk_ch2012,listitem_ch2012_3,HAS_ITEM
chunk_ch2012,listitem_ch2012_4,HAS_ITEM
chunk_ch2025,listitem_ch2025_0,HAS_ITEM
chunk_ch2025,listitem_ch2025_1,HAS_ITEM
chunk_ch2025,listitem_ch2025_2,HAS_ITEM
chunk_ch2025,listitem_ch2025_3,HAS_ITEM
chunk_ch2025,listitem_ch2025_4,HAS_ITEM
chunk_ch2044,listitem_ch2044_0,HAS_ITEM
chunk_ch2044,listitem_ch2044_1,HAS_ITEM
chunk_ch2044,listitem_ch2044_2,HAS_ITEM
chunk_ch2044,listitem_ch2044_3,HAS_ITEM
chunk_ch2044,listitem_ch2044_4,HAS_ITEM
chunk_ch2135,listitem_ch2135_0,HAS_ITEM
chunk_ch2135,listitem_ch2135_1,HAS_ITEM
chunk_ch2135,listitem_ch2135_2,HAS_ITEM
chunk_ch2135,listitem_ch2135_3,HAS_ITEM
chunk_ch2135,listitem_ch2135_4,HAS_ITEM
chunk_ch2149,listitem_ch2149_0,HAS_ITEM
chunk_ch2151,listitem_ch2151_0,HAS_ITEM
chunk_ch2156,listitem_ch2156_0,HAS_ITEM
chunk_ch2169,listitem_ch2169_0,HAS_ITEM
chunk_ch2169,listitem_ch2169_1,HAS_ITEM
chunk_ch2173,listitem_ch2173_0,HAS_ITEM
